"atmosphere","fbcount","fbscore","food","id","overall","reviewcount","selection","service"
"4.4807692307692","","","4.1666666666667","341","88.717934615384","13","4.3653846153846","4.4615384615385"
"4.125","","","4","358","80","2","4","3.875"
"0","","","0","16187","0","0","0","0"
"0","","","0","17007","0","0","0","0"
"0","","","0","20968","0","0","0","0"
"4.4166666666667","","","1.25","374","88.611175","6","4.75","4.125"
"0","","","0","20438","0","0","0","0"
"0","","","0","16175","0","0","0","0"
"0","","","0","2985","0","0","0","0"
"0","","","0","21341","0","0","0","0"
"0","","","0","3645","0","0","0","0"
"0","","","0","19770","0","0","0","0"
"0","","","0","19260","0","0","0","0"
"0","","","0","18530","0","0","0","0"
"0","","","0","10484","0","0","0","0"
"0","","","0","12778","0","0","0","0"
"0","","","0","15693","0","0","0","0"
"0","","","0","19957","0","0","0","0"
"4","","","0","2949","76.6666","1","3.5","4"
"0","","","0","19117","0","0","0","0"
"0","","","0","6719","0","0","0","0"
"0","","","0","14032","0","0","0","0"
"0","","","0","3646","0","0","0","0"
"1.75","","","0","12819","60.0002","1","4","3.25"
"4.25","","","4.1666666666667","458","86.6666875","4","4.4375","4.3125"
"4.4642857142857","","","4.3611111111111","459","90.119092857142","14","4.7321428571429","4.3214285714286"
"4.75","","","4","466","88.33325","1","4","4.5"
"0","","","0","3647","0","0","0","0"
"0","","","0","3637","0","0","0","0"
"0","","","0","18460","0","0","0","0"
"0","","","0","10257","0","0","0","0"
"4.25","","","0","18037","86.66665","1","4.25","4.5"
"0","","","0","18344","0","0","0","0"
"0","","","0","19415","0","0","0","0"
"0","","","0","3648","0","0","0","0"
"0","","","0","18152","0","0","0","0"
"0","","","0","3649","0","0","0","0"
"3.375","","","3.5","537","64.1666","2","2.875","3.375"
"0","","","0","14131","0","0","0","0"
"4.9166666666667","","","0","14434","97.777783333334","3","4.9166666666667","4.8333333333333"
"0","","","0","18523","0","0","0","0"
"0","","","0","17743","0","0","0","0"
"4.4166666666667","","","4.7083333333333","556","85.833283333334","6","4.0416666666667","4.4166666666667"
"0","","","0","14666","0","0","0","0"
"0","","","0","15161","0","0","0","0"
"3.25","","","2","570","66.6665","1","2.5","4.25"
"0","","","0","20944","0","0","0","0"
"4.5","","","4.25","2967","82.499925","2","3.75","4.125"
"4","","","0","586","80","1","4","4"
"3.85","","","1","590","81.3333","5","3.9","4.45"
"0","","","0","16546","0","0","0","0"
"0","","","0","6022","0","0","0","0"
"4.25","","","0","3979","90.00005","1","4.75","4.5"
"0","","","0","16174","0","0","0","0"
"0","","","0","19765","0","0","0","0"
"0","","","0","20875","0","0","0","0"
"0","","","0","20877","0","0","0","0"
"0","","","0","19414","0","0","0","0"
"4.4375","","","4.1875","6610","85.0000125","4","4.3125","4"
"0","","","0","20878","0","0","0","0"
"4.5","","","0","5177","93.3333","1","4.5","5"
"0","","","0","10258","0","0","0","0"
"0","","","0","2986","0","0","0","0"
"0","","","0","3634","0","0","0","0"
"0","","","0","3650","0","0","0","0"
"4","","","4","12820","73.3334","1","4","3"
"0","","","0","16100","0","0","0","0"
"0","","","0","18526","0","0","0","0"
"4.1666666666667","","","3.75","686","77.7778","3","4","3.5"
"0","","","0","688","0","0","0","0"
"0","","","0","3651","0","0","0","0"
"4","","","0","12501","83.3334","1","4.5","4"
"0","","","0","5032","0","0","0","0"
"4.125","","","0","11123","84.16665","2","4.125","4.375"
"4.25","","","0","701","89.99995","1","4.25","5"
"4.375","","","4.5","10746","82.4999","2","3.625","4.375"
"0","","","0","13886","0","0","0","0"
"0","","","0","719","0","0","0","0"
"0","","","0","7485","0","0","0","0"
"0","","","0","16188","0","0","0","0"
"4.125","","","3.25","727","80.83345","6","4.625","3.375"
"0","","","0","20619","0","0","0","0"
"0","","","0","12672","0","0","0","0"
"0","","","0","19893","0","0","0","0"
"0","","","0","737","0","0","0","0"
"0","","","0","18063","0","0","0","0"
"0","","","0","19766","0","0","0","0"
"0","","","0","7845","0","0","0","0"
"0","","","0","761","0","0","0","0"
"0","","","0","764","0","0","0","0"
"0","","","0","3632","0","0","0","0"
"0","","","0","5899","0","0","0","0"
"4.1666666666667","","","3.8333333333333","771","87.222258333334","6","4.5416666666667","4.375"
"0","","","0","13276","0","0","0","0"
"3.875","","","3","3652","84.1667","2","4.375","4.375"
"0","","","0","19410","0","0","0","0"
"0","","","0","17527","0","0","0","0"
"3.5833333333333","","","0","788","75.55555","3","3.75","4"
"0","","","0","2953","0","0","0","0"
"0","","","0","2968","0","0","0","0"
"0","","","0","3653","0","0","0","0"
"0","","","0","2981","0","0","0","0"
"0","","","0","16545","0","0","0","0"
"4.75","","","5","10818","94.99995","1","4.5","5"
"0","","","0","12763","0","0","0","0"
"0","","","0","12872","0","0","0","0"
"0","","","0","850","0","0","0","0"
"0","","","0","13471","0","0","0","0"
"0","","","0","12765","0","0","0","0"
"0","","","0","16181","0","0","0","0"
"0","","","0","14480","0","0","0","0"
"5","","","4","17281","79.9998","1","3","4"
"0","","","0","2969","0","0","0","0"
"0","","","0","880","0","0","0","0"
"0","","","0","13829","0","0","0","0"
"4","","","0","886","53.3331","1","1.5","2.5"
"0","","","0","3654","0","0","0","0"
"0","","","0","18414","0","0","0","0"
"4.2","","","3.9166666666667","903","84.66666","5","4.2","4.3"
"3.9166666666667","","","4.3","917","83.333358333334","6","4.2916666666667","4.2916666666667"
"0","","","0","19767","0","0","0","0"
"0","","","0","14934","0","0","0","0"
"3","","","0","11805","80","1","4","5"
"0","","","0","3668","0","0","0","0"
"4.875","","","0","12490","95.833275","2","4.5","5"
"3.625","","","3","949","74.999925","2","3.375","4.25"
"0","","","0","9481","0","0","0","0"
"0","","","0","19279","0","0","0","0"
"0","","","0","2955","0","0","0","0"
"0","","","0","962","0","0","0","0"
"0","","","0","19469","0","0","0","0"
"0","","","0","19501","0","0","0","0"
"3","","","3.75","15747","68.3334","1","3.75","3.5"
"0","","","0","15806","0","0","0","0"
"4.3125","","","4.125","7839","87.9166125","4","4.125","4.75"
"0","","","0","18153","0","0","0","0"
"0","","","0","16667","0","0","0","0"
"0","","","0","12988","0","0","0","0"
"0","","","0","20681","0","0","0","0"
"0","","","0","21342","0","0","0","0"
"0","","","0","14689","0","0","0","0"
"0","","","0","7016","0","0","0","0"
"0","","","0","15237","0","0","0","0"
"5","","","0","9880","100","1","5","5"
"5","","","0","13441","100","1","5","5"
"0","","","0","13831","0","0","0","0"
"0","","","0","18447","0","0","0","0"
"0","","","0","10982","0","0","0","0"
"0","","","0","16477","0","0","0","0"
"0","","","0","19108","0","0","0","0"
"0","","","0","16099","0","0","0","0"
"0","","","0","10482","0","0","0","0"
"0","","","0","14818","0","0","0","0"
"0","","","0","3655","0","0","0","0"
"0","","","0","19173","0","0","0","0"
"0","","","0","15727","0","0","0","0"
"0","","","0","2956","0","0","0","0"
"0","","","0","2983","0","0","0","0"
"0","","","0","1034","0","0","0","0"
"0","","","0","19271","0","0","0","0"
"0","","","0","13578","0","0","0","0"
"4.25","","","4.75","2970","83.33325","1","3.75","4.5"
"0","","","0","1060","0","0","0","0"
"0","","","0","13369","0","0","0","0"
"0","","","0","7279","0","0","0","0"
"4","","","4.25","1071","80","1","4","4"
"0","","","0","17423","0","0","0","0"
"0","","","0","16975","0","0","0","0"
"4.25","","","0","1085","85","1","4.25","4.25"
"0","","","0","16663","0","0","0","0"
"0","","","0","21343","0","0","0","0"
"5","","","0","1137","79.99985","1","3.25","3.75"
"4.25","","","4.5","1140","90","1","4.5","4.75"
"0","","","0","13832","0","0","0","0"
"0","","","0","18461","0","0","0","0"
"0","","","0","19923","0","0","0","0"
"4.2","","","3.45","1168","80.66664","5","3.9","4"
"0","","","0","3656","0","0","0","0"
"3.5","","","0","1176","72.5","2","3.625","3.75"
"0","","","0","3633","0","0","0","0"
"0","","","0","2977","0","0","0","0"
"0","","","0","14702","0","0","0","0"
"0","","","0","3594","0","0","0","0"
"0","","","0","5432","0","0","0","0"
"0","","","0","3440","0","0","0","0"
"0","","","0","7925","0","0","0","0"
"4.875","","","4.3333333333333","1198","96.6666875","4","4.9375","4.6875"
"4.5","","","0","3598","92.500008333334","6","4.6666666666667","4.7083333333333"
"0","","","0","2984","0","0","0","0"
"4","","","5","2957","75","1","3.75","3.5"
"0","","","0","3657","0","0","0","0"
"0","","","0","20756","0","0","0","0"
"0","","","0","14444","0","0","0","0"
"0","","","0","15247","0","0","0","0"
"0","","","0","3581","0","0","0","0"
"0","","","0","6542","0","0","0","0"
"0","","","0","17965","0","0","0","0"
"0","","","0","16172","0","0","0","0"
"0","","","0","16949","0","0","0","0"
"3.75","","","0","10847","80","1","4","4.25"
"4.25","","","0","2971","76.66665","1","3.75","3.5"
"0","","","0","17870","0","0","0","0"
"4.25","","","4","1302","81.6666","1","3.75","4.25"
"0","","","0","18054","0","0","0","0"
"0","","","0","3658","0","0","0","0"
"0","","","0","18221","0","0","0","0"
"0","","","0","19800","0","0","0","0"
"0","","","0","11296","0","0","0","0"
"0","","","0","14868","0","0","0","0"
"0","","","0","14128","0","0","0","0"
"0","","","0","15487","0","0","0","0"
"0","","","0","20621","0","0","0","0"
"0","","","0","19938","0","0","0","0"
"0","","","0","18459","0","0","0","0"
"4.25","","","0","3595","82.222233333334","3","4.1666666666667","3.9166666666667"
"0","","","0","18705","0","0","0","0"
"0","","","0","20078","0","0","0","0"
"0","","","0","9748","0","0","0","0"
"0","","","0","2958","0","0","0","0"
"0","","","0","1335","0","0","0","0"
"0","","","0","1349","0","0","0","0"
"0","","","0","2979","0","0","0","0"
"0","","","0","3807","0","0","0","0"
"0","","","0","19771","0","0","0","0"
"0","","","0","12036","0","0","0","0"
"0","","","0","2959","0","0","0","0"
"0","","","0","19417","0","0","0","0"
"0","","","0","18529","0","0","0","0"
"0","","","0","10454","0","0","0","0"
"0","","","0","16183","0","0","0","0"
"4.75","","","4.75","1382","93.3333","1","4.5","4.75"
"0","","","0","2972","0","0","0","0"
"0","","","0","3660","0","0","0","0"
"0","","","0","3638","0","0","0","0"
"3.5","","","3","3070","53.3333","1","2.5","2"
"0","","","0","20187","0","0","0","0"
"0","","","0","17219","0","0","0","0"
"0","","","0","2960","0","0","0","0"
"0","","","0","18499","0","0","0","0"
"5","","","0","15271","89.9998","1","3.5","5"
"0","","","0","2973","0","0","0","0"
"0","","","0","9994","0","0","0","0"
"3.5833333333333","","","4","1423","72.77765","3","3","4.3333333333333"
"0","","","0","3978","0","0","0","0"
"0","","","0","3977","0","0","0","0"
"0","","","0","13057","0","0","0","0"
"0","","","0","15270","0","0","0","0"
"0","","","0","17871","0","0","0","0"
"4","","","0","13981","80","1","4","4"
"0","","","0","12930","0","0","0","0"
"0","","","0","13472","0","0","0","0"
"3","","","3","1431","58.3332","1","2.25","3.5"
"0","","","0","19418","0","0","0","0"
"0","","","0","2961","0","0","0","0"
"0","","","0","4013","0","0","0","0"
"3.5","","","4.75","2974","73.33325","1","3.25","4.25"
"0","","","0","2902","0","0","0","0"
"4","","","4.5","13872","76.6665","1","3","4.5"
"4.5","","","0","17062","86.66655","1","3.75","4.75"
"0","","","0","20817","0","0","0","0"
"3","","","4.75","2879","83.3335","1","5","4.5"
"0","","","0","15987","0","0","0","0"
"0","","","0","20970","0","0","0","0"
"5","","","0","61","93.3333","1","4.5","4.5"
"0","","","0","3204","0","0","0","0"
"0","","","0","20119","0","0","0","0"
"0","","","0","20822","0","0","0","0"
"3.75","","","0","20824","81.66675","1","4.5","4"
"0","","","0","20815","0","0","0","0"
"0","","","0","18840","0","0","0","0"
"0","","","0","14861","0","0","0","0"
"3.5833333333333","","","4","86","77.22225","3","4","4"
"0","","","0","16238","0","0","0","0"
"0","","","0","18203","0","0","0","0"
"4.75","","","0","17456","96.66665","1","4.75","5"
"0","","","0","2904","0","0","0","0"
"0","","","0","16710","0","0","0","0"
"0","","","0","16726","0","0","0","0"
"0","","","0","2905","0","0","0","0"
"4.5","","","4.75","13774","86.6667","1","4.5","4"
"3.8333333333333","","","0","2926","80.5557","3","4.75","3.5"
"0","","","0","2880","0","0","0","0"
"4.25","","","4.25","8759","83.33335","1","4.25","4"
"0","","","0","15051","0","0","0","0"
"3.5","","","0","4698","83.3334","1","4.5","4.5"
"0","","","0","15674","0","0","0","0"
"0","","","0","15675","0","0","0","0"
"0","","","0","197","0","0","0","0"
"0","","","0","2881","0","0","0","0"
"0","","","0","2882","0","0","0","0"
"0","","","0","18246","0","0","0","0"
"2","","","3.5","12003","48.33385","1","5","0.25"
"2","","","3.5","6549","48.33385","1","5","0.25"
"2","","","3.5","6550","53.3338","1","5","1"
"0","","","0","18973","0","0","0","0"
"4.25","","","4.25","14605","90","1","4.5","4.75"
"4","","","4","7155","90.0001","1","5","4.5"
"0","","","0","2884","0","0","0","0"
"4.25","","","3.25","16716","78.33335","1","4","3.5"
"2.75","","","0","13464","61.666525","2","2.375","4.125"
"0","","","0","15963","0","0","0","0"
"3.75","","","0","14561","79.99995","1","3.75","4.5"
"0","","","0","6103","0","0","0","0"
"0","","","0","7183","0","0","0","0"
"0","","","0","7181","0","0","0","0"
"3.5","","","0","7180","78.3334","1","4.25","4"
"0","","","0","7184","0","0","0","0"
"0","","","0","7179","0","0","0","0"
"0","","","0","7182","0","0","0","0"
"0","","","0","5372","0","0","0","0"
"0","","","0","2924","0","0","0","0"
"0","","","0","12663","0","0","0","0"
"4","","","0","5373","86.6667","1","4.5","4.5"
"0","","","0","2929","0","0","0","0"
"0","","","0","16050","0","0","0","0"
"0","","","0","11671","0","0","0","0"
"0","","","0","2885","0","0","0","0"
"4.75","","","0","16711","91.66665","1","4.5","4.5"
"0","","","0","18791","0","0","0","0"
"5","","","0","2927","100","1","5","5"
"4","","","0","14604","84.9999","1","3.75","5"
"0","","","0","15673","0","0","0","0"
"0","","","0","2906","0","0","0","0"
"0","","","0","12504","0","0","0","0"
"0","","","0","2928","0","0","0","0"
"4.25","","","0","17698","88.33325","1","4","5"
"0","","","0","14863","0","0","0","0"
"0","","","0","17148","0","0","0","0"
"0","","","0","21272","0","0","0","0"
"0","","","0","18070","0","0","0","0"
"3.875","","","4","441","83.3333875","4","4.4375","4.1875"
"3.25","","","0","4691","73.33335","1","3.75","4"
"5","","","0","14862","100","1","5","5"
"0","","","0","20147","0","0","0","0"
"0","","","0","2886","0","0","0","0"
"0","","","0","16314","0","0","0","0"
"0","","","0","2908","0","0","0","0"
"0","","","0","5568","0","0","0","0"
"0","","","0","2887","0","0","0","0"
"5","","","4","2907","100","1","5","5"
"0","","","0","3983","0","0","0","0"
"2.25","","","3.75","6878","56.6668","2","3.5","2.75"
"4","","","4","12193","76.6667","1","4","3.5"
"0","","","0","528","0","0","0","0"
"0","","","0","531","0","0","0","0"
"3.25","","","4","4616","53.3331","1","1.5","3.25"
"0","","","0","533","0","0","0","0"
"4.25","","","4.5","5225","78.3333","1","3.75","3.75"
"4.0833333333333","","","3.625","546","81.111133333334","3","4.1666666666667","3.9166666666667"
"0","","","0","549","0","0","0","0"
"4","","","5","10850","93.3334","1","5","5"
"0","","","0","17944","0","0","0","0"
"0","","","0","20772","0","0","0","0"
"0","","","0","18972","0","0","0","0"
"3.9166666666667","","","4.5","2909","86.11125","3","5","4"
"0","","","0","14273","0","0","0","0"
"4.25","","","0","13220","84.16655","2","3.625","4.75"
"0","","","0","2888","0","0","0","0"
"0","","","0","5235","0","0","0","0"
"0","","","0","2910","0","0","0","0"
"4.25","","","4.25","13067","83.3333","1","4","4.25"
"0","","","0","2889","0","0","0","0"
"4","","","0","10453","90","1","4.5","5"
"0","","","0","588","0","0","0","0"
"0","","","0","20819","0","0","0","0"
"0","","","0","16319","0","0","0","0"
"0","","","0","4647","0","0","0","0"
"0","","","0","16905","0","0","0","0"
"0","","","0","17246","0","0","0","0"
"0","","","0","2911","0","0","0","0"
"4","","","0","2890","71.6665","1","2.75","4"
"0","","","0","2891","0","0","0","0"
"0","","","0","16536","0","0","0","0"
"0","","","0","17299","0","0","0","0"
"0","","","0","20823","0","0","0","0"
"0","","","0","738","0","0","0","0"
"0","","","0","14272","0","0","0","0"
"0","","","0","14159","0","0","0","0"
"0","","","0","12185","0","0","0","0"
"0","","","0","2912","0","0","0","0"
"0","","","0","14183","0","0","0","0"
"0","","","0","8219","0","0","0","0"
"0","","","0","2913","0","0","0","0"
"0","","","0","15092","0","0","0","0"
"0","","","0","16567","0","0","0","0"
"0","","","0","2914","0","0","0","0"
"0","","","0","20439","0","0","0","0"
"4","","","0","15016","90","1","4.5","5"
"0","","","0","20146","0","0","0","0"
"0","","","0","11214","0","0","0","0"
"0","","","0","20440","0","0","0","0"
"0","","","0","9927","0","0","0","0"
"3.75","","","0","2893","88.3334","1","4.75","4.75"
"0","","","0","10043","0","0","0","0"
"0","","","0","4607","0","0","0","0"
"0","","","0","15644","0","0","0","0"
"0","","","0","808","0","0","0","0"
"4","","","4","2894","69.9998","1","2.5","4"
"0","","","0","7602","0","0","0","0"
"0","","","0","825","0","0","0","0"
"0","","","0","2915","0","0","0","0"
"4.75","","","0","5156","93.333325","2","4.625","4.625"
"4.1666666666667","","","4.2","859","84.444466666666","6","4.3333333333333","4.1666666666667"
"0","","","0","20816","0","0","0","0"
"0","","","0","20645","0","0","0","0"
"0","","","0","3095","0","0","0","0"
"4.25","","","4.1666666666667","2916","81.66685","3","5","3"
"0","","","0","20814","0","0","0","0"
"0","","","0","2895","0","0","0","0"
"4","","","4.5","16315","85","1","4.25","4.5"
"5","","","0","3777","96.6667","1","5","4.5"
"0","","","0","18300","0","0","0","0"
"0","","","0","17424","0","0","0","0"
"0","","","0","20820","0","0","0","0"
"0","","","0","3136","0","0","0","0"
"0","","","0","934","0","0","0","0"
"0","","","0","3155","0","0","0","0"
"0","","","0","16709","0","0","0","0"
"0","","","0","4697","0","0","0","0"
"0","","","0","2896","0","0","0","0"
